,Drug,Gene,Symbol,coef,Method,Dataset
1066,Foretinib (XL880),ENSG00000126821,SGPP1,0.00188358432774891,Lasso,BeatAML
1067,Foretinib (XL880),ENSG00000130202,PVRL2,0.006638969889124755,Lasso,BeatAML
1068,Foretinib (XL880),ENSG00000134453,RBM17,-0.0006305183783822279,Lasso,BeatAML
1069,Foretinib (XL880),ENSG00000136273,HUS1,-0.02533794674495272,Lasso,BeatAML
1070,Foretinib (XL880),ENSG00000136830,FAM129B,-0.002890374212130078,Lasso,BeatAML
1071,Foretinib (XL880),ENSG00000137522,RNF121,0.01976454953295737,Lasso,BeatAML
1072,Foretinib (XL880),ENSG00000141298,SSH2,-0.05393702309833922,Lasso,BeatAML
1073,Foretinib (XL880),ENSG00000143889,HNRNPLL,0.01777610183118687,Lasso,BeatAML
1074,Foretinib (XL880),ENSG00000144567,FAM134A,0.03883647312861187,Lasso,BeatAML
1075,Foretinib (XL880),ENSG00000150540,HNMT,-0.05014970434334761,Lasso,BeatAML
1076,Foretinib (XL880),ENSG00000151806,GUF1,-0.04160712419129386,Lasso,BeatAML
1077,Foretinib (XL880),ENSG00000151967,SCHIP1,-0.021574989489026444,Lasso,BeatAML
1078,Foretinib (XL880),ENSG00000152207,CYSLTR2,-0.04608820219183779,Lasso,BeatAML
1079,Foretinib (XL880),ENSG00000152580,IGSF10,-0.0031741669815646303,Lasso,BeatAML
1080,Foretinib (XL880),ENSG00000155657,TTN,0.037429580525560495,Lasso,BeatAML
1081,Foretinib (XL880),ENSG00000162735,PEX19,0.04156482844616568,Lasso,BeatAML
1082,Foretinib (XL880),ENSG00000164086,DUSP7,0.01753003050818673,Lasso,BeatAML
1083,Foretinib (XL880),ENSG00000164970,FAM219A,0.006252809481305491,Lasso,BeatAML
1084,Foretinib (XL880),ENSG00000165338,HECTD2,0.026771406268196712,Lasso,BeatAML
1085,Foretinib (XL880),ENSG00000166483,WEE1,0.05575731262837118,Lasso,BeatAML
1086,Foretinib (XL880),ENSG00000167173,C15orf39,0.0013910611668603568,Lasso,BeatAML
1087,Foretinib (XL880),ENSG00000167323,STIM1,0.04774172956135787,Lasso,BeatAML
1088,Foretinib (XL880),ENSG00000170476,MZB1,-0.038303035209881854,Lasso,BeatAML
1089,Foretinib (XL880),ENSG00000172315,TP53RK,0.012739384179169038,Lasso,BeatAML
1090,Foretinib (XL880),ENSG00000174837,EMR1,-0.0148238833644354,Lasso,BeatAML
1091,Foretinib (XL880),ENSG00000177764,ZCCHC3,0.00018439068503726263,Lasso,BeatAML
1092,Foretinib (XL880),ENSG00000178053,MLF1,0.01766765733914514,Lasso,BeatAML
1093,Foretinib (XL880),ENSG00000183570,PCBP3,0.04438790180806381,Lasso,BeatAML
1094,Foretinib (XL880),ENSG00000186407,CD300E,-0.04518951811815418,Lasso,BeatAML
1095,Foretinib (XL880),ENSG00000196126,HLA-DRB1,-0.018779244546336935,Lasso,BeatAML
1096,Foretinib (XL880),ENSG00000198680,TUSC1,0.01097669853426474,Lasso,BeatAML
1097,Foretinib (XL880),ENSG00000198804,MT-CO1,-0.04756054007662875,Lasso,BeatAML
1098,Foretinib (XL880),ENSG00000199568,RNU5A-1,-0.0244704036394487,Lasso,BeatAML
1099,Foretinib (XL880),ENSG00000220842,RP11-572P18.1,-0.004481172457597626,Lasso,BeatAML
1100,Foretinib (XL880),ENSG00000221926,TRIM16,-0.03538918892942561,Lasso,BeatAML
1101,Foretinib (XL880),ENSG00000225241,RP11-640M9.2,-0.010549561921173043,Lasso,BeatAML
1102,Foretinib (XL880),ENSG00000227173,MYL6P3,0.00048337924069595534,Lasso,BeatAML
1103,Foretinib (XL880),ENSG00000228223,HCG11,0.0004441615263665864,Lasso,BeatAML
1104,Foretinib (XL880),ENSG00000237842,RP11-110J1.2,0.006361218282092198,Lasso,BeatAML
1105,Foretinib (XL880),ENSG00000238083,LRRC37A2,-0.01078915257482266,Lasso,BeatAML
1106,Foretinib (XL880),ENSG00000241335,RNA5-8S5,0.00895944761123035,Lasso,BeatAML
1107,Foretinib (XL880),ENSG00000255163,HSPE1P18,-0.014974185458318981,Lasso,BeatAML
1108,Foretinib (XL880),ENSG00000259001,RPPH1,-0.011854378904536998,Lasso,BeatAML
1109,Foretinib (XL880),ENSG00000261217,RP11-598D12.3,0.03669118592335849,Lasso,BeatAML
1110,Foretinib (XL880),ENSG00000264743,DPRXP4,-0.020892108091340768,Lasso,BeatAML
1111,Foretinib (XL880),ENSG00000265735,RN7SL5P,0.01171494744609994,Lasso,BeatAML
1112,Foretinib (XL880),ENSG00000268578,AL354718.1,0.07035163481149598,Lasso,BeatAML
1113,Foretinib (XL880),ENSG00000269430,LRRC3DN,0.015835346689621017,Lasso,BeatAML
1114,Foretinib (XL880),Foretinib (XL880)_RSS,Foretinib (XL880)_RSS,128.44108229884128,Lasso,BeatAML
1115,Foretinib (XL880),Foretinib (XL880)_intercept,Foretinib (XL880)_intercept,0.027233928373668375,Lasso,BeatAML
1116,Cabozantinib,ENSG00000006831,ADIPOR2,0.010949180822646065,Lasso,BeatAML
1117,Cabozantinib,ENSG00000070540,WIPI1,0.01067318056002825,Lasso,BeatAML
1118,Cabozantinib,ENSG00000100216,TOMM22,-0.009486339807211423,Lasso,BeatAML
1119,Cabozantinib,ENSG00000100336,APOL4,-0.031250457738856964,Lasso,BeatAML
1120,Cabozantinib,ENSG00000102996,MMP15,-0.005766029627918991,Lasso,BeatAML
1121,Cabozantinib,ENSG00000104522,TSTA3,-0.01240393653755456,Lasso,BeatAML
1122,Cabozantinib,ENSG00000106066,CPVL,-0.023931662797121344,Lasso,BeatAML
1123,Cabozantinib,ENSG00000106591,MRPL32,-0.006571709481371681,Lasso,BeatAML
1124,Cabozantinib,ENSG00000107796,ACTA2,-0.013511116025874433,Lasso,BeatAML
1125,Cabozantinib,ENSG00000112029,FBXO5,0.012530413463184066,Lasso,BeatAML
1126,Cabozantinib,ENSG00000115993,TRAK2,-0.03062979547861386,Lasso,BeatAML
1127,Cabozantinib,ENSG00000118242,MREG,0.02876758715464734,Lasso,BeatAML
1128,Cabozantinib,ENSG00000118785,SPP1,0.06858269550327079,Lasso,BeatAML
1129,Cabozantinib,ENSG00000119314,PTBP3,-0.056366640238484804,Lasso,BeatAML
1130,Cabozantinib,ENSG00000119686,FLVCR2,-0.044970345122167445,Lasso,BeatAML
1131,Cabozantinib,ENSG00000124333,VAMP7,0.014924294077758962,Lasso,BeatAML
1132,Cabozantinib,ENSG00000124491,F13A1,-0.0009515547660208783,Lasso,BeatAML
1133,Cabozantinib,ENSG00000126821,SGPP1,0.003844240623960548,Lasso,BeatAML
1134,Cabozantinib,ENSG00000127804,METTL16,-0.03780771051155407,Lasso,BeatAML
1135,Cabozantinib,ENSG00000130811,EIF3G,-0.05470553345267808,Lasso,BeatAML
1136,Cabozantinib,ENSG00000133316,WDR74,-0.027056000891508062,Lasso,BeatAML
1137,Cabozantinib,ENSG00000136273,HUS1,-0.08651389418300896,Lasso,BeatAML
1138,Cabozantinib,ENSG00000139737,SLAIN1,0.07631990019397715,Lasso,BeatAML
1139,Cabozantinib,ENSG00000140092,FBLN5,0.04112903478189946,Lasso,BeatAML
1140,Cabozantinib,ENSG00000144567,FAM134A,0.012958100047709465,Lasso,BeatAML
1141,Cabozantinib,ENSG00000147044,CASK,0.06305222162930724,Lasso,BeatAML
1142,Cabozantinib,ENSG00000149679,CABLES2,0.007451547497050511,Lasso,BeatAML
1143,Cabozantinib,ENSG00000152207,CYSLTR2,-0.02212504574329288,Lasso,BeatAML
1144,Cabozantinib,ENSG00000152219,ARL14EP,-0.03490193072417209,Lasso,BeatAML
1145,Cabozantinib,ENSG00000155657,TTN,0.007928253868967993,Lasso,BeatAML
1146,Cabozantinib,ENSG00000158106,RHPN1,-0.013789493567334447,Lasso,BeatAML
1147,Cabozantinib,ENSG00000162735,PEX19,0.00031669553417207943,Lasso,BeatAML
1148,Cabozantinib,ENSG00000163751,CPA3,-0.019164655922052413,Lasso,BeatAML
1149,Cabozantinib,ENSG00000168522,FNTA,-0.0011607815157393688,Lasso,BeatAML
1150,Cabozantinib,ENSG00000168811,IL12A,-0.025390577892605643,Lasso,BeatAML
1151,Cabozantinib,ENSG00000169962,TAS1R3,0.0006971590458601006,Lasso,BeatAML
1152,Cabozantinib,ENSG00000171953,ATPAF2,-0.0239492380353539,Lasso,BeatAML
1153,Cabozantinib,ENSG00000174944,P2RY14,-0.04522673486960045,Lasso,BeatAML
1154,Cabozantinib,ENSG00000178053,MLF1,0.01179328105409963,Lasso,BeatAML
1155,Cabozantinib,ENSG00000181790,BAI1,-0.04466536074729399,Lasso,BeatAML
1156,Cabozantinib,ENSG00000183570,PCBP3,0.0037711980655314487,Lasso,BeatAML
1157,Cabozantinib,ENSG00000184178,SCFD2,-0.004136797039132447,Lasso,BeatAML
1158,Cabozantinib,ENSG00000184216,IRAK1,0.009254359612687597,Lasso,BeatAML
1159,Cabozantinib,ENSG00000184428,TOP1MT,-0.020300877153180904,Lasso,BeatAML
1160,Cabozantinib,ENSG00000197872,FAM49A,-0.008661389999205458,Lasso,BeatAML
1161,Cabozantinib,ENSG00000198804,MT-CO1,-0.0029260249412708626,Lasso,BeatAML
1162,Cabozantinib,ENSG00000214655,ZSWIM8,0.0008870987238230512,Lasso,BeatAML
1163,Cabozantinib,ENSG00000221926,TRIM16,-0.01745797119817471,Lasso,BeatAML
1164,Cabozantinib,ENSG00000226549,SCDP1,0.04074565269187523,Lasso,BeatAML
1165,Cabozantinib,ENSG00000236305,RP11-126L15.4,-0.06782177463480747,Lasso,BeatAML
1166,Cabozantinib,ENSG00000253716,RP13-582O9.5,-0.00292249346421676,Lasso,BeatAML
1167,Cabozantinib,ENSG00000257702,LBX2-AS1,0.07661104263281392,Lasso,BeatAML
1168,Cabozantinib,ENSG00000259001,RPPH1,-0.059696339773100016,Lasso,BeatAML
1169,Cabozantinib,ENSG00000267041,ZNF850,0.037375030776086705,Lasso,BeatAML
1170,Cabozantinib,ENSG00000268578,AL354718.1,0.018886576015207393,Lasso,BeatAML
1171,Cabozantinib,Cabozantinib_RSS,Cabozantinib_RSS,131.34926397039243,Lasso,BeatAML
1172,Cabozantinib,Cabozantinib_intercept,Cabozantinib_intercept,0.0012907598872832892,Lasso,BeatAML
1173,Crenolanib,ENSG00000004866,ST7,0.02111134841378455,Lasso,BeatAML
1174,Crenolanib,ENSG00000069974,RAB27A,0.0648697946701669,Lasso,BeatAML
1175,Crenolanib,ENSG00000070404,FSTL3,0.0022511638815645774,Lasso,BeatAML
1176,Crenolanib,ENSG00000100336,APOL4,-0.05474182743034897,Lasso,BeatAML
1177,Crenolanib,ENSG00000106066,CPVL,-0.015754498647545495,Lasso,BeatAML
1178,Crenolanib,ENSG00000108219,TSPAN14,0.024487673604094495,Lasso,BeatAML
1179,Crenolanib,ENSG00000108679,LGALS3BP,-0.01229263255253894,Lasso,BeatAML
1180,Crenolanib,ENSG00000108784,NAGLU,-0.010402683606509684,Lasso,BeatAML
1181,Crenolanib,ENSG00000109113,RAB34,-0.00983568530371003,Lasso,BeatAML
1182,Crenolanib,ENSG00000111817,DSE,-0.01552167399415562,Lasso,BeatAML
1183,Crenolanib,ENSG00000113504,SLC12A7,-0.009297839534768013,Lasso,BeatAML
1184,Crenolanib,ENSG00000116815,CD58,0.026652473949822512,Lasso,BeatAML
1185,Crenolanib,ENSG00000118873,RAB3GAP2,0.07266286431424228,Lasso,BeatAML
1186,Crenolanib,ENSG00000119314,PTBP3,-0.036242540031478296,Lasso,BeatAML
1187,Crenolanib,ENSG00000120833,SOCS2,-0.08247004776597686,Lasso,BeatAML
1188,Crenolanib,ENSG00000122035,RASL11A,0.01627757139669965,Lasso,BeatAML
1189,Crenolanib,ENSG00000126903,SLC10A3,0.0161289595870244,Lasso,BeatAML
1190,Crenolanib,ENSG00000127914,AKAP9,-0.04228373232412016,Lasso,BeatAML
1191,Crenolanib,ENSG00000131037,EPS8L1,-0.004567790595837939,Lasso,BeatAML
1192,Crenolanib,ENSG00000131378,RFTN1,-0.05907011396866638,Lasso,BeatAML
1193,Crenolanib,ENSG00000131398,KCNC3,-0.01656735643740754,Lasso,BeatAML
1194,Crenolanib,ENSG00000131401,NAPSB,-0.002647643242516287,Lasso,BeatAML
1195,Crenolanib,ENSG00000133247,SUV420H2,0.003249909188754237,Lasso,BeatAML
1196,Crenolanib,ENSG00000134028,ADAMDEC1,-0.027583807759562488,Lasso,BeatAML
1197,Crenolanib,ENSG00000134247,PTGFRN,-0.02039227528947183,Lasso,BeatAML
1198,Crenolanib,ENSG00000134460,IL2RA,-0.03972720352213852,Lasso,BeatAML
1199,Crenolanib,ENSG00000135862,LAMC1,0.06574438538737212,Lasso,BeatAML
1200,Crenolanib,ENSG00000139946,PELI2,0.010375515817580672,Lasso,BeatAML
1201,Crenolanib,ENSG00000151718,WWC2,0.01735961907645948,Lasso,BeatAML
1202,Crenolanib,ENSG00000153132,CLGN,0.03515723439335927,Lasso,BeatAML
1203,Crenolanib,ENSG00000161091,MFSD12,-0.01797303503246258,Lasso,BeatAML
1204,Crenolanib,ENSG00000162885,B3GALNT2,-0.010568320313710765,Lasso,BeatAML
1205,Crenolanib,ENSG00000164691,TAGAP,0.006831196273535079,Lasso,BeatAML
1206,Crenolanib,ENSG00000168000,BSCL2,0.02565525456226355,Lasso,BeatAML
1207,Crenolanib,ENSG00000170476,MZB1,-0.02688472852057639,Lasso,BeatAML
1208,Crenolanib,ENSG00000172340,SUCLG2,-0.008840074388598962,Lasso,BeatAML
1209,Crenolanib,ENSG00000178053,MLF1,0.0054225660836263795,Lasso,BeatAML
1210,Crenolanib,ENSG00000180008,SOCS4,-0.02121996658078853,Lasso,BeatAML
1211,Crenolanib,ENSG00000189269,C22orf43,0.04336968544704409,Lasso,BeatAML
1212,Crenolanib,ENSG00000189350,FAM179A,-0.007320306285588852,Lasso,BeatAML
1213,Crenolanib,ENSG00000197183,C20orf112,0.00019964886362364913,Lasso,BeatAML
1214,Crenolanib,ENSG00000198046,ZNF667,0.0053159376881419815,Lasso,BeatAML
1215,Crenolanib,ENSG00000198121,LPAR1,-0.031077642383712797,Lasso,BeatAML
1216,Crenolanib,ENSG00000198478,SH3BGRL2,0.027553297162909718,Lasso,BeatAML
1217,Crenolanib,ENSG00000198780,FAM169A,0.06585711059742091,Lasso,BeatAML
1218,Crenolanib,ENSG00000198924,DCLRE1A,0.05908326970450213,Lasso,BeatAML
1219,Crenolanib,ENSG00000204161,C10orf128,-0.034696548987871716,Lasso,BeatAML
1220,Crenolanib,ENSG00000214425,LRRC37A4P,0.015818283002296894,Lasso,BeatAML
1221,Crenolanib,ENSG00000215241,RP11-266K4.9,-0.0015317451492462297,Lasso,BeatAML
1222,Crenolanib,ENSG00000221926,TRIM16,-0.027025096473606066,Lasso,BeatAML
1223,Crenolanib,ENSG00000228037,RP3-395M20.9,0.01758041135242169,Lasso,BeatAML
1224,Crenolanib,ENSG00000228354,RP11-552J9.9,0.022423004103003526,Lasso,BeatAML
1225,Crenolanib,ENSG00000228594,C1orf233,0.003414725445051914,Lasso,BeatAML
1226,Crenolanib,ENSG00000234773,CTD-2666L21.1,0.00043132638855490575,Lasso,BeatAML
1227,Crenolanib,ENSG00000237172,B3GNT9,0.0019747300529239916,Lasso,BeatAML
1228,Crenolanib,ENSG00000253764,RP11-439C15.4,0.014314245303015439,Lasso,BeatAML
1229,Crenolanib,ENSG00000254521,SIGLEC12,-0.008788431586490833,Lasso,BeatAML
1230,Crenolanib,ENSG00000261575,RP11-259G18.1,-0.014394473721922636,Lasso,BeatAML
1231,Crenolanib,Crenolanib_RSS,Crenolanib_RSS,135.04472529438908,Lasso,BeatAML
1232,Crenolanib,Crenolanib_intercept,Crenolanib_intercept,-0.02008421153653014,Lasso,BeatAML
1233,S31-201,ENSG00000011021,CLCN6,-0.05337269932509047,Lasso,BeatAML
1234,S31-201,ENSG00000028116,VRK2,-0.016335711265327464,Lasso,BeatAML
1235,S31-201,ENSG00000061936,SFSWAP,-0.024946046178360517,Lasso,BeatAML
1236,S31-201,ENSG00000101104,PABPC1L,-0.008257014953149828,Lasso,BeatAML
1237,S31-201,ENSG00000102409,BEX4,0.005918284836578386,Lasso,BeatAML
1238,S31-201,ENSG00000106588,PSMA2,0.02985729362338927,Lasso,BeatAML
1239,S31-201,ENSG00000116667,C1orf21,-0.004906635673104301,Lasso,BeatAML
1240,S31-201,ENSG00000120662,MTRF1,-0.0929536742756448,Lasso,BeatAML
1241,S31-201,ENSG00000127914,AKAP9,-0.020423997653117185,Lasso,BeatAML
1242,S31-201,ENSG00000129824,RPS4Y1,-0.013057724442168357,Lasso,BeatAML
1243,S31-201,ENSG00000130202,PVRL2,0.03429441047201133,Lasso,BeatAML
1244,S31-201,ENSG00000132470,ITGB4,-0.002469479609104357,Lasso,BeatAML
1245,S31-201,ENSG00000133142,TCEAL4,0.06980242004605323,Lasso,BeatAML
1246,S31-201,ENSG00000133818,RRAS2,-0.026745925788488764,Lasso,BeatAML
1247,S31-201,ENSG00000135636,DYSF,0.03176293170969515,Lasso,BeatAML
1248,S31-201,ENSG00000138641,HERC3,0.007947171245536936,Lasso,BeatAML
1249,S31-201,ENSG00000139218,SCAF11,-0.019377371445335273,Lasso,BeatAML
1250,S31-201,ENSG00000146247,PHIP,-0.0197495881917552,Lasso,BeatAML
1251,S31-201,ENSG00000146376,ARHGAP18,-0.037291220399086014,Lasso,BeatAML
1252,S31-201,ENSG00000147164,SNX12,0.06840072296223039,Lasso,BeatAML
1253,S31-201,ENSG00000156968,MPV17L,0.035155104635996776,Lasso,BeatAML
1254,S31-201,ENSG00000162601,MYSM1,-0.0002450237040268027,Lasso,BeatAML
1255,S31-201,ENSG00000163521,GLB1L,-0.0035146158514080417,Lasso,BeatAML
1256,S31-201,ENSG00000164096,C4orf3,0.061213276143291,Lasso,BeatAML
1257,S31-201,ENSG00000166352,C11orf74,0.07595695264812104,Lasso,BeatAML
1258,S31-201,ENSG00000169704,GP9,0.04166682726102244,Lasso,BeatAML
1259,S31-201,ENSG00000170448,NFXL1,-0.010997811262935487,Lasso,BeatAML
1260,S31-201,ENSG00000181555,SETD2,-0.04677962856753297,Lasso,BeatAML
1261,S31-201,ENSG00000184702,SEPT5,0.025567148908967656,Lasso,BeatAML
1262,S31-201,ENSG00000189350,FAM179A,-0.053920597695141396,Lasso,BeatAML
1263,S31-201,ENSG00000197044,ZNF441,0.002583111387949049,Lasso,BeatAML
1264,S31-201,ENSG00000197937,ZNF347,0.02617661778276801,Lasso,BeatAML
1265,S31-201,ENSG00000199133,MIRLET7D,0.060457323013780845,Lasso,BeatAML
1266,S31-201,ENSG00000199347,RNU5E-1,-0.005685578784542327,Lasso,BeatAML
1267,S31-201,ENSG00000204622,HLA-J,0.027574369053458926,Lasso,BeatAML
1268,S31-201,ENSG00000215750,AC145212.1,-0.0016925684147360773,Lasso,BeatAML
1269,S31-201,ENSG00000218902,PTMAP3,-0.00285174655623852,Lasso,BeatAML
1270,S31-201,ENSG00000223547,ZNF844,0.010335115025721629,Lasso,BeatAML
1271,S31-201,ENSG00000223969,AC002456.2,-0.06319115473208252,Lasso,BeatAML
1272,S31-201,ENSG00000224858,RPL29P11,-0.01255130229715263,Lasso,BeatAML
1273,S31-201,ENSG00000225475,RP11-377K22.2,0.03304813816414645,Lasso,BeatAML
1274,S31-201,ENSG00000225528,RP3-370M22.8,-0.002389784300636591,Lasso,BeatAML
1275,S31-201,ENSG00000226505,AC016700.3,-0.001990448538271093,Lasso,BeatAML
1276,S31-201,ENSG00000227827,RP11-958N24.2,-0.029457418085017336,Lasso,BeatAML
1277,S31-201,ENSG00000230076,AC016708.2,0.004688826104108662,Lasso,BeatAML
1278,S31-201,ENSG00000230383,AC009245.3,-0.014598592425242087,Lasso,BeatAML
1279,S31-201,ENSG00000230734,RPL10P3,0.028439153213773643,Lasso,BeatAML
1280,S31-201,ENSG00000236360,RP11-334A14.2,-0.005769196813720791,Lasso,BeatAML
1281,S31-201,ENSG00000236933,RP11-439A17.7,0.006601699969198138,Lasso,BeatAML
1282,S31-201,ENSG00000243663,RPS4XP14,0.0321942810312013,Lasso,BeatAML
1283,S31-201,ENSG00000243918,EIF4BP8,-0.0016994578754372343,Lasso,BeatAML
1284,S31-201,ENSG00000254741,RP11-661A12.7,-0.009598176746691969,Lasso,BeatAML
1285,S31-201,ENSG00000258311,RP11-644F5.10,-0.004690410941227031,Lasso,BeatAML
1286,S31-201,ENSG00000261620,HMGN2P41,-0.04929468195041626,Lasso,BeatAML
1287,S31-201,ENSG00000265800,RP11-649A18.5,0.048527551536291715,Lasso,BeatAML
1288,S31-201,ENSG00000269873,CTD-2587H19.3,-0.04117964712917385,Lasso,BeatAML
1289,S31-201,S31-201_RSS,S31-201_RSS,158.07379576559887,Lasso,BeatAML
1290,S31-201,S31-201_intercept,S31-201_intercept,-0.0150965455540704,Lasso,BeatAML
1291,GSK690693,ENSG00000005187,ACSM3,-0.045993824743682,Lasso,BeatAML
1292,GSK690693,ENSG00000006282,SPATA20,0.02686176936492019,Lasso,BeatAML
1293,GSK690693,ENSG00000042493,CAPG,0.07547308331160538,Lasso,BeatAML
1294,GSK690693,ENSG00000049239,H6PD,0.023679639097582892,Lasso,BeatAML
1295,GSK690693,ENSG00000081985,IL12RB2,0.03090317884474004,Lasso,BeatAML
1296,GSK690693,ENSG00000086730,LAT2,0.05480101028605423,Lasso,BeatAML
1297,GSK690693,ENSG00000088992,TESC,0.048104615423212364,Lasso,BeatAML
1298,GSK690693,ENSG00000099949,LZTR1,-0.0335368348691412,Lasso,BeatAML
1299,GSK690693,ENSG00000105991,HOXA1,0.008295726237850933,Lasso,BeatAML
1300,GSK690693,ENSG00000106991,ENG,0.021163439939809337,Lasso,BeatAML
1301,GSK690693,ENSG00000124097,HMGB1P1,-0.006701518865823105,Lasso,BeatAML
1302,GSK690693,ENSG00000124491,F13A1,-0.03473693951252174,Lasso,BeatAML
1303,GSK690693,ENSG00000125089,SH3TC1,-0.0172055014112917,Lasso,BeatAML
1304,GSK690693,ENSG00000127947,PTPN12,0.014823347738897326,Lasso,BeatAML
1305,GSK690693,ENSG00000130202,PVRL2,0.009305732174060225,Lasso,BeatAML
1306,GSK690693,ENSG00000136273,HUS1,-0.02686387268438193,Lasso,BeatAML
1307,GSK690693,ENSG00000145649,GZMA,2.3301871111578914e-05,Lasso,BeatAML
1308,GSK690693,ENSG00000157570,TSPAN18,0.019981522426586552,Lasso,BeatAML
1309,GSK690693,ENSG00000164930,FZD6,0.029594750817438963,Lasso,BeatAML
1310,GSK690693,ENSG00000165449,SLC16A9,0.013437976882832275,Lasso,BeatAML
1311,GSK690693,ENSG00000166681,NGFRAP1,0.008370238433194805,Lasso,BeatAML
1312,GSK690693,ENSG00000166780,C16orf45,0.005175783177995184,Lasso,BeatAML
1313,GSK690693,ENSG00000166794,PPIB,-0.04919148741883393,Lasso,BeatAML
1314,GSK690693,ENSG00000170949,ZNF160,0.007044604706730413,Lasso,BeatAML
1315,GSK690693,ENSG00000184216,IRAK1,0.0214432433249302,Lasso,BeatAML
1316,GSK690693,ENSG00000185019,UBOX5,0.009918409498608475,Lasso,BeatAML
1317,GSK690693,ENSG00000185100,ADSSL1,0.0030122892453153575,Lasso,BeatAML
1318,GSK690693,ENSG00000185591,SP1,0.031229771793125947,Lasso,BeatAML
1319,GSK690693,ENSG00000186567,CEACAM19,0.03798975021153598,Lasso,BeatAML
1320,GSK690693,ENSG00000197323,TRIM33,0.012228137524423421,Lasso,BeatAML
1321,GSK690693,ENSG00000199568,RNU5A-1,-0.0006315902249098286,Lasso,BeatAML
1322,GSK690693,ENSG00000204120,GIGYF2,0.006819944990256768,Lasso,BeatAML
1323,GSK690693,ENSG00000204390,HSPA1L,0.029219901241313885,Lasso,BeatAML
1324,GSK690693,ENSG00000204622,HLA-J,0.023258978612773595,Lasso,BeatAML
1325,GSK690693,ENSG00000205726,ITSN1,0.004606234889953067,Lasso,BeatAML
1326,GSK690693,ENSG00000215241,RP11-266K4.9,-0.03287649576830153,Lasso,BeatAML
1327,GSK690693,ENSG00000215615,AL354822.1,0.001849047474905729,Lasso,BeatAML
1328,GSK690693,ENSG00000218073,RP1-13D10.2,-0.05654349726877954,Lasso,BeatAML
1329,GSK690693,ENSG00000218565,RP11-12A2.1,-0.010555795810189198,Lasso,BeatAML
1330,GSK690693,ENSG00000223969,AC002456.2,-0.00926101795109822,Lasso,BeatAML
1331,GSK690693,ENSG00000226505,AC016700.3,-0.033138598882082634,Lasso,BeatAML
1332,GSK690693,ENSG00000233427,RP1-212P9.3,-8.072283906965e-05,Lasso,BeatAML
1333,GSK690693,ENSG00000233967,RP11-250B2.3,-0.005657576965440802,Lasso,BeatAML
1334,GSK690693,ENSG00000234883,MIR155HG,-0.0015145761447291509,Lasso,BeatAML
1335,GSK690693,ENSG00000252464,RN7SKP70,0.01588322390358395,Lasso,BeatAML
1336,GSK690693,ENSG00000255139,AP000442.1,-0.016232494858566513,Lasso,BeatAML
1337,GSK690693,ENSG00000256690,RP11-727F15.9,-0.01730281803165828,Lasso,BeatAML
1338,GSK690693,ENSG00000265150,RN7SL2,0.022245583351224462,Lasso,BeatAML
1339,GSK690693,ENSG00000267336,RP11-773H22.2,-0.03668710431520232,Lasso,BeatAML
1340,GSK690693,ENSG00000267562,CTC-421K24.1,-0.06579405780248766,Lasso,BeatAML
1341,GSK690693,ENSG00000268049,CTD-2619J13.9,0.05553776521489408,Lasso,BeatAML
1342,GSK690693,ENSG00000269293,ZSCAN16-AS1,-0.006163779842716937,Lasso,BeatAML
1343,GSK690693,GSK690693_RSS,GSK690693_RSS,184.2321687343134,Lasso,BeatAML
1344,GSK690693,GSK690693_intercept,GSK690693_intercept,-0.004981380258496445,Lasso,BeatAML
1345,Idelalisib,ENSG00000005961,ITGA2B,0.044630676984770405,Lasso,BeatAML
1346,Idelalisib,ENSG00000042980,ADAM28,-0.005749132868033801,Lasso,BeatAML
1347,Idelalisib,ENSG00000043591,ADRB1,-0.0126283762196403,Lasso,BeatAML
1348,Idelalisib,ENSG00000054793,ATP9A,0.023707625765917194,Lasso,BeatAML
1349,Idelalisib,ENSG00000084444,KIAA1467,0.006145758644042026,Lasso,BeatAML
1350,Idelalisib,ENSG00000085760,MTIF2,-0.024478162754842995,Lasso,BeatAML
1351,Idelalisib,ENSG00000089177,KIF16B,-0.001169361961514524,Lasso,BeatAML
1352,Idelalisib,ENSG00000100234,TIMP3,0.022931177540554744,Lasso,BeatAML
1353,Idelalisib,ENSG00000100983,GSS,-0.013343689062690052,Lasso,BeatAML
1354,Idelalisib,ENSG00000108578,BLMH,-0.047285378433831356,Lasso,BeatAML
1355,Idelalisib,ENSG00000118785,SPP1,0.04994736190170365,Lasso,BeatAML
1356,Idelalisib,ENSG00000124491,F13A1,-0.013613947054849454,Lasso,BeatAML
1357,Idelalisib,ENSG00000126767,ELK1,0.04341820898016676,Lasso,BeatAML
1358,Idelalisib,ENSG00000126814,TRMT5,0.007045668735498744,Lasso,BeatAML
1359,Idelalisib,ENSG00000129158,SERGEF,-0.02293305770382289,Lasso,BeatAML
1360,Idelalisib,ENSG00000130208,APOC1,0.0005510870017136089,Lasso,BeatAML
1361,Idelalisib,ENSG00000131400,NAPSA,-0.0014406015736877188,Lasso,BeatAML
1362,Idelalisib,ENSG00000131401,NAPSB,-0.07040492148642805,Lasso,BeatAML
1363,Idelalisib,ENSG00000135587,SMPD2,0.000204361530083844,Lasso,BeatAML
1364,Idelalisib,ENSG00000145632,PLK2,-0.023658718623351845,Lasso,BeatAML
1365,Idelalisib,ENSG00000145730,PAM,0.03010324332141725,Lasso,BeatAML
