,Drug,Gene,Symbol,coef,Method,Dataset
0,CYT387,ENSG00000038382,TRIO,-0.00607076274943111,Lasso,BeatAML
1,CYT387,ENSG00000042980,ADAM28,-0.008872085363257938,Lasso,BeatAML
2,CYT387,ENSG00000100139,MICALL1,0.03786911700300848,Lasso,BeatAML
3,CYT387,ENSG00000102805,CLN5,0.06681409065546731,Lasso,BeatAML
4,CYT387,ENSG00000106799,TGFBR1,0.0031027039005411747,Lasso,BeatAML
5,CYT387,ENSG00000108578,BLMH,-0.01334777725806182,Lasso,BeatAML
6,CYT387,ENSG00000118785,SPP1,0.04964181814896723,Lasso,BeatAML
7,CYT387,ENSG00000131378,RFTN1,-0.013800522612415028,Lasso,BeatAML
8,CYT387,ENSG00000135108,FBXO21,0.007051940758387622,Lasso,BeatAML
9,CYT387,ENSG00000135845,PIGC,0.020789792100212236,Lasso,BeatAML
10,CYT387,ENSG00000140682,TGFB1I1,0.03695895763144724,Lasso,BeatAML
11,CYT387,ENSG00000145730,PAM,0.03951660329058432,Lasso,BeatAML
12,CYT387,ENSG00000147140,NONO,-0.00264455188379132,Lasso,BeatAML
13,CYT387,ENSG00000148334,PTGES2,-0.006355840977178081,Lasso,BeatAML
14,CYT387,ENSG00000152518,ZFP36L2,0.033817955461231064,Lasso,BeatAML
15,CYT387,ENSG00000154153,FAM134B,0.048381746159788123,Lasso,BeatAML
16,CYT387,ENSG00000155016,CYP2U1,0.01249725231010626,Lasso,BeatAML
17,CYT387,ENSG00000155749,ALS2CR12,-0.007586536029434682,Lasso,BeatAML
18,CYT387,ENSG00000158406,HIST1H4H,0.04674568630306979,Lasso,BeatAML
19,CYT387,ENSG00000161847,RAVER1,-0.01462877782607331,Lasso,BeatAML
20,CYT387,ENSG00000162599,NFIA,0.03169502450533202,Lasso,BeatAML
21,CYT387,ENSG00000162817,C1orf115,0.03274343844296317,Lasso,BeatAML
22,CYT387,ENSG00000166343,MSS51,-0.018203469332052694,Lasso,BeatAML
23,CYT387,ENSG00000166847,DCTN5,0.01807797476224904,Lasso,BeatAML
24,CYT387,ENSG00000168118,RAB4A,-0.010076216581104233,Lasso,BeatAML
25,CYT387,ENSG00000171302,CANT1,0.05948337917055521,Lasso,BeatAML
26,CYT387,ENSG00000171840,NINJ2,0.03258163858319256,Lasso,BeatAML
27,CYT387,ENSG00000177406,RP11-218M22.1,0.018314273246696378,Lasso,BeatAML
28,CYT387,ENSG00000180071,ANKRD18A,0.005565488898795503,Lasso,BeatAML
29,CYT387,ENSG00000182544,MFSD5,0.005574844493963996,Lasso,BeatAML
30,CYT387,ENSG00000182853,VMO1,-0.0043927854403405225,Lasso,BeatAML
31,CYT387,ENSG00000183258,DDX41,-0.016691075062779608,Lasso,BeatAML
32,CYT387,ENSG00000186235,AC016757.3,-0.010677734060924718,Lasso,BeatAML
33,CYT387,ENSG00000197566,ZNF624,0.013274741203042145,Lasso,BeatAML
34,CYT387,ENSG00000197872,FAM49A,-0.11194756913142664,Lasso,BeatAML
35,CYT387,ENSG00000198478,SH3BGRL2,0.0342243686055769,Lasso,BeatAML
36,CYT387,ENSG00000198804,MT-CO1,-0.06685962275396806,Lasso,BeatAML
37,CYT387,ENSG00000200879,SNORD14E,-0.00930329922742417,Lasso,BeatAML
38,CYT387,ENSG00000204161,C10orf128,-0.11211069295139502,Lasso,BeatAML
39,CYT387,ENSG00000210156,MT-TK,0.016173447845883895,Lasso,BeatAML
40,CYT387,ENSG00000213626,LBH,0.03515519652447371,Lasso,BeatAML
41,CYT387,ENSG00000215102,TERF1P4,0.050463631904851675,Lasso,BeatAML
42,CYT387,ENSG00000218537,AP000350.4,-0.0386549469140992,Lasso,BeatAML
43,CYT387,ENSG00000221926,TRIM16,-0.01953663711909871,Lasso,BeatAML
44,CYT387,ENSG00000226210,ABC7-42389800N19.1,-0.011945580408497903,Lasso,BeatAML
45,CYT387,ENSG00000227403,AC009299.3,0.0070340896322592175,Lasso,BeatAML
46,CYT387,ENSG00000228253,MT-ATP8,-4.932114637482461e-05,Lasso,BeatAML
47,CYT387,ENSG00000228668,TRGV5P,-0.03282485930929685,Lasso,BeatAML
48,CYT387,ENSG00000229133,RPS7P4,0.008347666910788703,Lasso,BeatAML
49,CYT387,ENSG00000232320,AC009299.5,0.03431232770241196,Lasso,BeatAML
50,CYT387,ENSG00000235290,HLA-W,0.012422804152575542,Lasso,BeatAML
51,CYT387,ENSG00000235878,AP001468.1,-0.007145091021289971,Lasso,BeatAML
52,CYT387,ENSG00000237039,AC018738.2,-0.0030373904528238527,Lasso,BeatAML
53,CYT387,ENSG00000241294,IGKV2-24,-0.013010366692307828,Lasso,BeatAML
54,CYT387,ENSG00000245970,KB-1208A12.3,-0.010204566847094268,Lasso,BeatAML
55,CYT387,ENSG00000249042,CTD-2015H6.3,0.0011037158790559941,Lasso,BeatAML
56,CYT387,ENSG00000257702,LBX2-AS1,0.012332089867955264,Lasso,BeatAML
57,CYT387,ENSG00000258704,RP11-85K15.2,-0.0011321623440642907,Lasso,BeatAML
58,CYT387,ENSG00000260075,NSFP1,-0.00015828253448938636,Lasso,BeatAML
59,CYT387,ENSG00000267383,CTC-260E6.6,-0.0147543821665295,Lasso,BeatAML
60,CYT387,ENSG00000268049,CTD-2619J13.9,0.014616539556263795,Lasso,BeatAML
61,CYT387,ENSG00000268578,AL354718.1,0.013725640062452254,Lasso,BeatAML
62,CYT387,CYT387_RSS,CYT387_RSS,160.284094428535,Lasso,BeatAML
63,CYT387,CYT387_intercept,CYT387_intercept,0.03283979894116926,Lasso,BeatAML
64,PP242,ENSG00000012223,LTF,0.01071932142031053,Lasso,BeatAML
65,PP242,ENSG00000015133,CCDC88C,-0.0032775343580321273,Lasso,BeatAML
66,PP242,ENSG00000054983,GALC,0.014813594748281042,Lasso,BeatAML
67,PP242,ENSG00000065518,NDUFB4,-0.01211478057205888,Lasso,BeatAML
68,PP242,ENSG00000074855,ANO8,-0.028610431112882452,Lasso,BeatAML
69,PP242,ENSG00000083812,ZNF324,0.01965301124948316,Lasso,BeatAML
70,PP242,ENSG00000086548,CEACAM6,0.047749148985891075,Lasso,BeatAML
71,PP242,ENSG00000100079,LGALS2,-0.014620098191254843,Lasso,BeatAML
72,PP242,ENSG00000100106,TRIOBP,0.0561757028403529,Lasso,BeatAML
73,PP242,ENSG00000105669,COPE,-0.028788801552657887,Lasso,BeatAML
74,PP242,ENSG00000117691,NENF,0.041227835613946696,Lasso,BeatAML
75,PP242,ENSG00000118785,SPP1,0.10877961865486868,Lasso,BeatAML
76,PP242,ENSG00000120833,SOCS2,-0.003292214698885633,Lasso,BeatAML
77,PP242,ENSG00000122642,FKBP9,0.03525268709765291,Lasso,BeatAML
78,PP242,ENSG00000124491,F13A1,-0.009607134888317803,Lasso,BeatAML
79,PP242,ENSG00000129911,KLF16,0.025428971493369788,Lasso,BeatAML
80,PP242,ENSG00000135636,DYSF,0.004477824823256796,Lasso,BeatAML
81,PP242,ENSG00000136960,ENPP2,-0.014535832029115955,Lasso,BeatAML
82,PP242,ENSG00000139197,PEX5,0.04611868065862809,Lasso,BeatAML
83,PP242,ENSG00000143436,MRPL9,-0.015402354353254762,Lasso,BeatAML
84,PP242,ENSG00000144567,FAM134A,0.005981270117920194,Lasso,BeatAML
85,PP242,ENSG00000145730,PAM,0.008304495129081406,Lasso,BeatAML
86,PP242,ENSG00000146109,ABT1,0.0014483085352072888,Lasso,BeatAML
87,PP242,ENSG00000147044,CASK,0.019929796352673536,Lasso,BeatAML
88,PP242,ENSG00000150347,ARID5B,-0.026805807400070946,Lasso,BeatAML
89,PP242,ENSG00000152684,PELO,0.020232055090372656,Lasso,BeatAML
90,PP242,ENSG00000152784,PRDM8,-0.0423771604001067,Lasso,BeatAML
91,PP242,ENSG00000153560,UBP1,-0.0035240189249695713,Lasso,BeatAML
92,PP242,ENSG00000164125,FAM198B,-0.006825719795776016,Lasso,BeatAML
93,PP242,ENSG00000164733,CTSB,-0.013128070422080383,Lasso,BeatAML
94,PP242,ENSG00000167173,C15orf39,0.02044803544899209,Lasso,BeatAML
95,PP242,ENSG00000174109,C16orf91,0.024247103525158104,Lasso,BeatAML
96,PP242,ENSG00000174944,P2RY14,-0.0015442299003441138,Lasso,BeatAML
97,PP242,ENSG00000177406,RP11-218M22.1,0.00682722028315679,Lasso,BeatAML
98,PP242,ENSG00000182118,FAM89A,-0.0008498899929682292,Lasso,BeatAML
99,PP242,ENSG00000182606,TRAK1,0.01637145589283535,Lasso,BeatAML
100,PP242,ENSG00000185842,DNAH14,0.033620938655080895,Lasso,BeatAML
101,PP242,ENSG00000186265,BTLA,-0.014608784555800825,Lasso,BeatAML
102,PP242,ENSG00000188234,AGAP4,-0.005913194146638028,Lasso,BeatAML
103,PP242,ENSG00000198001,IRAK4,-0.0006761506387653383,Lasso,BeatAML
104,PP242,ENSG00000204161,C10orf128,-0.03726509433682335,Lasso,BeatAML
105,PP242,ENSG00000218902,PTMAP3,-0.011258154340457014,Lasso,BeatAML
106,PP242,ENSG00000225793,RP1-234P15.4,0.035978461940046176,Lasso,BeatAML
107,PP242,ENSG00000226085,UQCRFS1P1,0.02077100236891701,Lasso,BeatAML
108,PP242,ENSG00000226479,TMEM185B,0.053666518626441694,Lasso,BeatAML
109,PP242,ENSG00000230099,TRBV5-4,-0.009153861813550794,Lasso,BeatAML
110,PP242,ENSG00000231027,AC079325.6,-0.027306968931427648,Lasso,BeatAML
111,PP242,ENSG00000232260,BTF3L4P1,0.029421379168510838,Lasso,BeatAML
112,PP242,ENSG00000243663,RPS4XP14,0.02145587418459464,Lasso,BeatAML
113,PP242,ENSG00000249274,PDLIM1P4,-0.003081327387343326,Lasso,BeatAML
114,PP242,ENSG00000254396,RP11-56F10.3,0.008429178999917016,Lasso,BeatAML
115,PP242,ENSG00000258929,RP11-58E21.3,-0.006500913422951245,Lasso,BeatAML
116,PP242,ENSG00000261222,CTD-2006K23.1,-0.048992841829385056,Lasso,BeatAML
117,PP242,ENSG00000261461,UBE2MP1,0.02396653729667428,Lasso,BeatAML
118,PP242,ENSG00000263806,AL592188.3,0.005638568761341006,Lasso,BeatAML
119,PP242,ENSG00000268568,AC007228.9,0.0525337770518044,Lasso,BeatAML
120,PP242,ENSG00000269430,LRRC3DN,0.05384765294098314,Lasso,BeatAML
121,PP242,ENSG00000272060,RNA18S5,0.019499830377615938,Lasso,BeatAML
122,PP242,PP242_RSS,PP242_RSS,179.62765169228092,Lasso,BeatAML
123,PP242,PP242_intercept,PP242_intercept,-0.005758318818522643,Lasso,BeatAML
124,Masitinib (AB-1010),ENSG00000007038,PRSS21,0.032268316988707316,Lasso,BeatAML
125,Masitinib (AB-1010),ENSG00000104972,LILRB1,-0.009623546670013416,Lasso,BeatAML
126,Masitinib (AB-1010),ENSG00000106066,CPVL,-0.006094430634754673,Lasso,BeatAML
127,Masitinib (AB-1010),ENSG00000106591,MRPL32,-0.005787966726543448,Lasso,BeatAML
128,Masitinib (AB-1010),ENSG00000106624,AEBP1,-0.043834697355840724,Lasso,BeatAML
129,Masitinib (AB-1010),ENSG00000112799,LY86,-0.05008324531564865,Lasso,BeatAML
130,Masitinib (AB-1010),ENSG00000118785,SPP1,0.05305555934421015,Lasso,BeatAML
131,Masitinib (AB-1010),ENSG00000119899,SLC17A5,0.00319284593555267,Lasso,BeatAML
132,Masitinib (AB-1010),ENSG00000124491,F13A1,-0.042640025526708626,Lasso,BeatAML
133,Masitinib (AB-1010),ENSG00000127528,KLF2,0.012108503944633808,Lasso,BeatAML
134,Masitinib (AB-1010),ENSG00000130640,TUBGCP2,-0.0031365584085207157,Lasso,BeatAML
135,Masitinib (AB-1010),ENSG00000132286,TIMM10B,0.009894751174665931,Lasso,BeatAML
136,Masitinib (AB-1010),ENSG00000132329,RAMP1,0.05411409981723502,Lasso,BeatAML
137,Masitinib (AB-1010),ENSG00000135587,SMPD2,0.005970698540842712,Lasso,BeatAML
138,Masitinib (AB-1010),ENSG00000135636,DYSF,0.030580597831971954,Lasso,BeatAML
139,Masitinib (AB-1010),ENSG00000136250,AOAH,-0.007042044494959059,Lasso,BeatAML
140,Masitinib (AB-1010),ENSG00000139725,RHOF,0.00927068060909901,Lasso,BeatAML
141,Masitinib (AB-1010),ENSG00000142606,MMEL1,0.015824767638238743,Lasso,BeatAML
142,Masitinib (AB-1010),ENSG00000143793,C1orf35,-0.010357624496305746,Lasso,BeatAML
143,Masitinib (AB-1010),ENSG00000145569,FAM105A,0.035612322092600894,Lasso,BeatAML
144,Masitinib (AB-1010),ENSG00000146109,ABT1,0.019706345728916642,Lasso,BeatAML
145,Masitinib (AB-1010),ENSG00000147274,RBMX,-0.01433331385632801,Lasso,BeatAML
146,Masitinib (AB-1010),ENSG00000152207,CYSLTR2,-0.005199100743499814,Lasso,BeatAML
147,Masitinib (AB-1010),ENSG00000155130,MARCKS,0.012503507096250732,Lasso,BeatAML
148,Masitinib (AB-1010),ENSG00000161791,FMNL3,0.017290932457885218,Lasso,BeatAML
149,Masitinib (AB-1010),ENSG00000162066,AMDHD2,0.06382680673647395,Lasso,BeatAML
150,Masitinib (AB-1010),ENSG00000162601,MYSM1,-0.013928907670273665,Lasso,BeatAML
151,Masitinib (AB-1010),ENSG00000163814,CDCP1,0.06295911106007401,Lasso,BeatAML
152,Masitinib (AB-1010),ENSG00000164086,DUSP7,0.005447511573917719,Lasso,BeatAML
153,Masitinib (AB-1010),ENSG00000164292,RHOBTB3,0.000548522785993031,Lasso,BeatAML
154,Masitinib (AB-1010),ENSG00000168769,TET2,-0.019197826968635284,Lasso,BeatAML
155,Masitinib (AB-1010),ENSG00000172660,TAF15,-0.010213812112072111,Lasso,BeatAML
156,Masitinib (AB-1010),ENSG00000178982,EIF3K,-0.002311928818618368,Lasso,BeatAML
157,Masitinib (AB-1010),ENSG00000179820,MYADM,0.00821076662500952,Lasso,BeatAML
158,Masitinib (AB-1010),ENSG00000180376,CCDC66,-0.03594178594407148,Lasso,BeatAML
159,Masitinib (AB-1010),ENSG00000183773,AIFM3,-0.028108976996694138,Lasso,BeatAML
160,Masitinib (AB-1010),ENSG00000185100,ADSSL1,0.013454578946393975,Lasso,BeatAML
161,Masitinib (AB-1010),ENSG00000187764,SEMA4D,0.01630520755102049,Lasso,BeatAML
162,Masitinib (AB-1010),ENSG00000188092,GPR89B,0.0018659805909795946,Lasso,BeatAML
163,Masitinib (AB-1010),ENSG00000189350,FAM179A,-0.024699796994332654,Lasso,BeatAML
164,Masitinib (AB-1010),ENSG00000197358,BNIP3P1,0.023479781150770502,Lasso,BeatAML
165,Masitinib (AB-1010),ENSG00000197872,FAM49A,-0.16311651725586782,Lasso,BeatAML
166,Masitinib (AB-1010),ENSG00000198804,MT-CO1,-0.014219525273074584,Lasso,BeatAML
167,Masitinib (AB-1010),ENSG00000207750,MIR553,0.014953388577625378,Lasso,BeatAML
168,Masitinib (AB-1010),ENSG00000213194,AC016732.2,0.005110129202897413,Lasso,BeatAML
169,Masitinib (AB-1010),ENSG00000225405,RP11-84A1.1,-0.01919507909915875,Lasso,BeatAML
170,Masitinib (AB-1010),ENSG00000226084,RP4-706A16.3,-0.012823465898830518,Lasso,BeatAML
171,Masitinib (AB-1010),ENSG00000227603,RP11-165J3.6,0.015548680499897698,Lasso,BeatAML
172,Masitinib (AB-1010),ENSG00000228331,RPL17P43,-0.015617029526000937,Lasso,BeatAML
173,Masitinib (AB-1010),ENSG00000234911,TEX21P,-0.056053117421526896,Lasso,BeatAML
174,Masitinib (AB-1010),ENSG00000238083,LRRC37A2,-0.05481873798304561,Lasso,BeatAML
175,Masitinib (AB-1010),ENSG00000257702,LBX2-AS1,0.0327483729930989,Lasso,BeatAML
176,Masitinib (AB-1010),ENSG00000258477,PPIAP6,-0.004514959345588741,Lasso,BeatAML
177,Masitinib (AB-1010),ENSG00000260273,RP11-425D10.10,0.022018718953671176,Lasso,BeatAML
178,Masitinib (AB-1010),ENSG00000262089,RP11-589P10.5,0.015638704600583284,Lasso,BeatAML
179,Masitinib (AB-1010),ENSG00000266037,RN7SL3,0.005358131295555786,Lasso,BeatAML
180,Masitinib (AB-1010),ENSG00000266786,RP1-66C13.3,-0.0048768973829772695,Lasso,BeatAML
181,Masitinib (AB-1010),ENSG00000268049,CTD-2619J13.9,0.001103426660532493,Lasso,BeatAML
182,Masitinib (AB-1010),ENSG00000269892,RP4-761J14.10,0.003329207929007081,Lasso,BeatAML
183,Masitinib (AB-1010),Masitinib (AB-1010)_RSS,Masitinib (AB-1010)_RSS,170.35341582400864,Lasso,BeatAML
184,Masitinib (AB-1010),Masitinib (AB-1010)_intercept,Masitinib (AB-1010)_intercept,0.011847900784817768,Lasso,BeatAML
185,Erlotinib,ENSG00000000971,CFH,-0.023260446140520735,Lasso,BeatAML
186,Erlotinib,ENSG00000008277,ADAM22,-0.011259656841903557,Lasso,BeatAML
187,Erlotinib,ENSG00000018510,AGPS,0.009968816376169191,Lasso,BeatAML
188,Erlotinib,ENSG00000042980,ADAM28,-0.02716192016708886,Lasso,BeatAML
189,Erlotinib,ENSG00000050767,COL23A1,0.003625105657578739,Lasso,BeatAML
190,Erlotinib,ENSG00000088992,TESC,0.0019127827579470647,Lasso,BeatAML
191,Erlotinib,ENSG00000100154,TTC28,-0.009756640961723403,Lasso,BeatAML
192,Erlotinib,ENSG00000100580,TMED8,0.015110407162792047,Lasso,BeatAML
193,Erlotinib,ENSG00000101104,PABPC1L,-0.054456542601951145,Lasso,BeatAML
194,Erlotinib,ENSG00000103145,HCFC1R1,0.0011507636258646383,Lasso,BeatAML
195,Erlotinib,ENSG00000107020,PLGRKT,-0.005714900954923187,Lasso,BeatAML
196,Erlotinib,ENSG00000112306,RPS12,-0.00023021332163459507,Lasso,BeatAML
197,Erlotinib,ENSG00000114859,CLCN2,-0.005815821791345693,Lasso,BeatAML
198,Erlotinib,ENSG00000118785,SPP1,0.044815688969234144,Lasso,BeatAML
199,Erlotinib,ENSG00000119314,PTBP3,-0.0022848204034224247,Lasso,BeatAML
200,Erlotinib,ENSG00000126391,FRMD8,-0.02261229532441366,Lasso,BeatAML
201,Erlotinib,ENSG00000127947,PTPN12,0.054219668145313066,Lasso,BeatAML
202,Erlotinib,ENSG00000133818,RRAS2,-0.000665990854141774,Lasso,BeatAML
203,Erlotinib,ENSG00000134321,RSAD2,-0.06873628308109604,Lasso,BeatAML
204,Erlotinib,ENSG00000135636,DYSF,0.01761382883553965,Lasso,BeatAML
205,Erlotinib,ENSG00000136273,HUS1,-0.02276159316799715,Lasso,BeatAML
206,Erlotinib,ENSG00000136960,ENPP2,-0.010020236470988578,Lasso,BeatAML
207,Erlotinib,ENSG00000149532,CPSF7,-0.014239088768571327,Lasso,BeatAML
208,Erlotinib,ENSG00000152207,CYSLTR2,-0.06041664553066993,Lasso,BeatAML
209,Erlotinib,ENSG00000153487,ING1,0.043584428241816846,Lasso,BeatAML
210,Erlotinib,ENSG00000155659,VSIG4,0.03731237850130788,Lasso,BeatAML
211,Erlotinib,ENSG00000158292,GPR153,-0.03774441829592774,Lasso,BeatAML
212,Erlotinib,ENSG00000158825,CDA,0.0544323154365014,Lasso,BeatAML
213,Erlotinib,ENSG00000166902,MRPL16,-0.009395913906397114,Lasso,BeatAML
214,Erlotinib,ENSG00000168060,NAALADL1,-0.013142689029785841,Lasso,BeatAML
215,Erlotinib,ENSG00000170458,CD14,0.009620943471672076,Lasso,BeatAML
216,Erlotinib,ENSG00000177595,PIDD,-0.004532549706667648,Lasso,BeatAML
217,Erlotinib,ENSG00000181744,C3orf58,0.006528746921072047,Lasso,BeatAML
218,Erlotinib,ENSG00000181790,BAI1,-0.04208353308942855,Lasso,BeatAML
219,Erlotinib,ENSG00000183019,C19orf59,0.02884065517999906,Lasso,BeatAML
220,Erlotinib,ENSG00000184381,PLA2G6,-0.02433774665305447,Lasso,BeatAML
221,Erlotinib,ENSG00000197948,FCHSD1,-0.002581411254903563,Lasso,BeatAML
222,Erlotinib,ENSG00000213694,S1PR3,0.020322533484907344,Lasso,BeatAML
223,Erlotinib,ENSG00000221926,TRIM16,-0.0918621536389471,Lasso,BeatAML
224,Erlotinib,ENSG00000223959,AFG3L1P,-0.004768904009395353,Lasso,BeatAML
225,Erlotinib,ENSG00000223969,AC002456.2,-0.003380297634726801,Lasso,BeatAML
226,Erlotinib,ENSG00000236682,AC068282.3,-0.010214847946426603,Lasso,BeatAML
227,Erlotinib,ENSG00000241294,IGKV2-24,-0.057845914326246424,Lasso,BeatAML
228,Erlotinib,ENSG00000258227,CLEC5A,0.04692117928110422,Lasso,BeatAML
229,Erlotinib,ENSG00000261202,RP3-496C20.1,-0.0078032888502036326,Lasso,BeatAML
230,Erlotinib,ENSG00000263786,RP11-649A18.4,0.0072369675618987606,Lasso,BeatAML
231,Erlotinib,ENSG00000265800,RP11-649A18.5,0.04080009869229168,Lasso,BeatAML
232,Erlotinib,ENSG00000269939,RP11-727A23.11,-0.028286777508252627,Lasso,BeatAML
233,Erlotinib,ENSG00000270018,RP3-462E2.5,-0.0070769308255660265,Lasso,BeatAML
234,Erlotinib,ENSG00000271133,CTA-293F17.1,-0.012801977085270247,Lasso,BeatAML
235,Erlotinib,Erlotinib_RSS,Erlotinib_RSS,171.13135693240488,Lasso,BeatAML
236,Erlotinib,Erlotinib_intercept,Erlotinib_intercept,-0.0009686870179003433,Lasso,BeatAML
237,Motesanib (AMG-706),ENSG00000002726,AOC1,0.017099997319962066,Lasso,BeatAML
238,Motesanib (AMG-706),ENSG00000007341,ST7L,0.0020265436014923646,Lasso,BeatAML
239,Motesanib (AMG-706),ENSG00000022556,NLRP2,0.014591927205671124,Lasso,BeatAML
240,Motesanib (AMG-706),ENSG00000065833,ME1,-0.017871370429902982,Lasso,BeatAML
241,Motesanib (AMG-706),ENSG00000100079,LGALS2,-0.02160703981447792,Lasso,BeatAML
242,Motesanib (AMG-706),ENSG00000101190,TCFL5,0.0005263322927411766,Lasso,BeatAML
243,Motesanib (AMG-706),ENSG00000105479,CCDC114,0.0047956479842648754,Lasso,BeatAML
244,Motesanib (AMG-706),ENSG00000108578,BLMH,-0.03920671640625416,Lasso,BeatAML
245,Motesanib (AMG-706),ENSG00000111817,DSE,-0.01609842805727078,Lasso,BeatAML
246,Motesanib (AMG-706),ENSG00000112799,LY86,-0.031085579332893663,Lasso,BeatAML
247,Motesanib (AMG-706),ENSG00000115896,PLCL1,0.01407889687562725,Lasso,BeatAML
248,Motesanib (AMG-706),ENSG00000116641,DOCK7,0.027235368873261324,Lasso,BeatAML
249,Motesanib (AMG-706),ENSG00000116761,CTH,0.05841393966351653,Lasso,BeatAML
250,Motesanib (AMG-706),ENSG00000119686,FLVCR2,-0.024307341171934792,Lasso,BeatAML
251,Motesanib (AMG-706),ENSG00000123384,LRP1,-0.005843042213953686,Lasso,BeatAML
252,Motesanib (AMG-706),ENSG00000127663,KDM4B,0.027144033884267612,Lasso,BeatAML
253,Motesanib (AMG-706),ENSG00000130202,PVRL2,0.04692548222680941,Lasso,BeatAML
254,Motesanib (AMG-706),ENSG00000132514,CLEC10A,-0.06129066137302846,Lasso,BeatAML
255,Motesanib (AMG-706),ENSG00000134086,VHL,0.023477279708361276,Lasso,BeatAML
256,Motesanib (AMG-706),ENSG00000134326,CMPK2,-0.0027283635330034965,Lasso,BeatAML
257,Motesanib (AMG-706),ENSG00000136830,FAM129B,-0.030119897547236315,Lasso,BeatAML
258,Motesanib (AMG-706),ENSG00000147044,CASK,0.020537608020723852,Lasso,BeatAML
259,Motesanib (AMG-706),ENSG00000150281,CTF1,0.033597353600968854,Lasso,BeatAML
260,Motesanib (AMG-706),ENSG00000155962,CLIC2,-0.012865849745783458,Lasso,BeatAML
261,Motesanib (AMG-706),ENSG00000165617,DACT1,0.0403924241874199,Lasso,BeatAML
262,Motesanib (AMG-706),ENSG00000166343,MSS51,-0.003211256280398348,Lasso,BeatAML
263,Motesanib (AMG-706),ENSG00000171045,TSNARE1,0.003998253564569242,Lasso,BeatAML
264,Motesanib (AMG-706),ENSG00000171643,S100Z,-0.018794235598801872,Lasso,BeatAML
265,Motesanib (AMG-706),ENSG00000171729,TMEM51,-0.04116343728447663,Lasso,BeatAML
266,Motesanib (AMG-706),ENSG00000174384,RP11-313P13.4,0.0010933903291831923,Lasso,BeatAML
267,Motesanib (AMG-706),ENSG00000180263,FGD6,-0.030637478819214577,Lasso,BeatAML
268,Motesanib (AMG-706),ENSG00000184060,ADAP2,-0.000688283257782686,Lasso,BeatAML
269,Motesanib (AMG-706),ENSG00000185404,SP140L,-0.007208067347312595,Lasso,BeatAML
270,Motesanib (AMG-706),ENSG00000186407,CD300E,-0.06164934074907076,Lasso,BeatAML
271,Motesanib (AMG-706),ENSG00000196126,HLA-DRB1,-0.01713889860204872,Lasso,BeatAML
272,Motesanib (AMG-706),ENSG00000198478,SH3BGRL2,0.046452613935497385,Lasso,BeatAML
273,Motesanib (AMG-706),ENSG00000198712,MT-CO2,-0.002515102213056993,Lasso,BeatAML
274,Motesanib (AMG-706),ENSG00000203797,DDO,-0.02623490032499163,Lasso,BeatAML
275,Motesanib (AMG-706),ENSG00000207725,MIR222,0.046751092187606876,Lasso,BeatAML
276,Motesanib (AMG-706),ENSG00000210156,MT-TK,0.007147732477947439,Lasso,BeatAML
277,Motesanib (AMG-706),ENSG00000211752,TRBV27,-0.0016119473255907168,Lasso,BeatAML
278,Motesanib (AMG-706),ENSG00000211935,IGHV1-3,0.04776838825098063,Lasso,BeatAML
279,Motesanib (AMG-706),ENSG00000212864,RNF208,0.02281109270543773,Lasso,BeatAML
280,Motesanib (AMG-706),ENSG00000231027,AC079325.6,-0.0034349587058481053,Lasso,BeatAML
281,Motesanib (AMG-706),ENSG00000236582,PRPF38AP2,0.01568073874180751,Lasso,BeatAML
282,Motesanib (AMG-706),ENSG00000237036,ZEB1-AS1,-0.01566388335614231,Lasso,BeatAML
283,Motesanib (AMG-706),ENSG00000237415,NRBF2P3,0.023523599590480993,Lasso,BeatAML
284,Motesanib (AMG-706),ENSG00000241335,RNA5-8S5,0.04407121690599739,Lasso,BeatAML
285,Motesanib (AMG-706),ENSG00000244151,RP11-148K1.12,0.018474156299983897,Lasso,BeatAML
286,Motesanib (AMG-706),ENSG00000249456,RP11-298J20.4,0.00250449800512701,Lasso,BeatAML
287,Motesanib (AMG-706),ENSG00000250312,ZNF718,0.003265676138107155,Lasso,BeatAML
288,Motesanib (AMG-706),ENSG00000255103,KIAA0754,0.013119264231483648,Lasso,BeatAML
289,Motesanib (AMG-706),ENSG00000267600,AC098474.1,0.015476147793104307,Lasso,BeatAML
290,Motesanib (AMG-706),ENSG00000268568,AC007228.9,0.05362664534515704,Lasso,BeatAML
291,Motesanib (AMG-706),ENSG00000271781,CTD-2589H19.6,0.029721205753813335,Lasso,BeatAML
292,Motesanib (AMG-706),ENSG00000272688,RP13-270P17.3,0.07936667800715788,Lasso,BeatAML
293,Motesanib (AMG-706),Motesanib (AMG-706)_RSS,Motesanib (AMG-706)_RSS,161.88876962355994,Lasso,BeatAML
294,Motesanib (AMG-706),Motesanib (AMG-706)_intercept,Motesanib (AMG-706)_intercept,-0.008451346680946962,Lasso,BeatAML
295,Sorafenib,ENSG00000006831,ADIPOR2,0.00901024473607967,Lasso,BeatAML
296,Sorafenib,ENSG00000042980,ADAM28,-0.11373824220840524,Lasso,BeatAML
297,Sorafenib,ENSG00000072121,ZFYVE26,0.0046220671596300346,Lasso,BeatAML
298,Sorafenib,ENSG00000099194,SCD,0.012151829819752475,Lasso,BeatAML
299,Sorafenib,ENSG00000100234,TIMP3,0.009514295260934084,Lasso,BeatAML
300,Sorafenib,ENSG00000100336,APOL4,-0.0720540204162806,Lasso,BeatAML
