Gene,Var,Mean
ENSG00000000003,3.2584913429605202,-1.3059641601894145
ENSG00000000419,0.09671887680153159,6.920825772956377
ENSG00000000457,0.2932248916975969,3.781071295152719
ENSG00000000460,0.4462443522019955,2.971629887324864
ENSG00000000938,3.204197546937815,8.084141452738532
ENSG00000000971,5.527535860291237,1.5492666765826308
ENSG00000001036,0.4602875497594877,6.080964616134591
ENSG00000001084,0.33175600567021096,4.795237178151229
ENSG00000001167,0.28675362578494046,6.287480964178855
ENSG00000001460,0.9811443609019286,1.3899112956052733
ENSG00000001461,0.4862235027757211,4.268324107933535
ENSG00000001497,0.15456388979449634,5.532662230682534
ENSG00000001561,2.0167173049861216,4.751523879061925
ENSG00000001617,4.749157591634749,-0.2734096904122231
ENSG00000001629,0.17856903135521027,5.018025503294509
ENSG00000001630,0.6438996000644004,1.3993044200168905
ENSG00000001631,0.16817285637518112,4.64847571558483
ENSG00000002016,0.5448475193491871,3.8574923279445676
ENSG00000002330,0.1478991135329038,5.399622330191371
ENSG00000002549,0.39678536181413515,6.423240086183615
ENSG00000002586,1.3211936161449072,9.328205386759144
ENSG00000002587,4.516041854826685,-2.0270217312518763
ENSG00000002726,5.674960253628826,0.7640311778230051
ENSG00000002822,0.2298819070413467,4.248018047662559
ENSG00000002834,0.23665032076886874,7.950616468368505
ENSG00000002919,0.3303061563406739,4.994455867281794
ENSG00000002933,7.851711261301446,1.72101723619675
ENSG00000003056,0.3177400714199365,7.6195479616985065
ENSG00000003096,4.532474316395571,1.0597424370487696
ENSG00000003147,2.9118014383562896,4.075498957759808
ENSG00000003249,2.569355800925675,-0.3406665250360105
ENSG00000003393,0.8416175978996687,4.467582539429618
ENSG00000003400,0.3107248016110275,4.854651751740328
ENSG00000003402,0.24583533478119765,7.030593410410673
ENSG00000003436,4.810741461212793,3.4148839396620145
ENSG00000003509,0.11474271418718116,4.3756187524418975
ENSG00000003756,0.173069720807864,6.281644970533678
ENSG00000003987,4.234009694723698,-3.498320873916613
ENSG00000003989,7.739288288121834,-2.1663303594090664
ENSG00000004059,0.15684444758291421,7.88748746647165
ENSG00000004139,0.9264494382215492,3.1756963489984225
ENSG00000004142,0.10126329139300302,7.111056128001856
ENSG00000004399,0.9284904643190744,7.021234899152542
ENSG00000004455,0.8052525909170274,7.208005729579309
ENSG00000004468,1.537945927822514,6.1080550573324395
ENSG00000004478,1.1316196101672475,6.0470599692692035
