Gene,Var,Mean
CAMTA1,0.24836403888841727,0.9917695391657583
VAMP3,0.46718682538048883,3.8322041956040755
RP3-467L1.6,0.2735547584659012,1.1376209036883442
PER3,0.25773638458088216,0.5248232401034081
UTS2,0.4768727201129302,0.47020575714318524
TNFRSF9,0.26338169650816995,0.9670535454319155
RP5-892F13.2,0.06356334641816734,0.1856831203777236
PARK7,0.6181193702623939,4.3748037088938485
ERRFI1,0.42306341127865166,0.8445504714356084
RERE,0.5696761813097004,2.9613007419784685
RP5-1115A15.1,0.6619203460526276,1.2394756634941748
ENO1,0.7258996785210837,6.793655950915145
MIR6728,0.09844967170011033,0.21123298724344428
ENO1-IT1,0.42472182528608377,0.8300875247999403
ENO1-AS1,0.11638702187956344,0.3370837505178147
RP3-477M7.5,0.26714916155493945,0.48929807572240225
SLC2A5,1.4949216808960994,1.5482154157035535
GPR157,0.7550114985482538,0.9087339480990162
MIR34AHG,1.481699744012627,0.6772009347226282
LINC01759,0.2674235580431449,0.2952738091427502
H6PD,0.5181530390364386,2.5659398815613264
SPSB1,0.2602720249409829,0.8234312016527371
SLC25A33,0.46117549451895334,1.007162160170287
RP13-15M17.1,0.09231553856137027,0.23023703218143388
TMEM201,0.5882763043430373,0.9057303100923265
PIK3CD,0.5529114653346862,4.523120184245166
PIK3CD-AS1,0.5694274619388875,1.4792054849729996
PIK3CD-AS2,1.1939469379929746,0.796119140308663
CLSTN1,0.7648357289454174,2.6163313895128235
CTNNBIP1,0.21039923630087973,1.9917830686519467
LZIC,0.37811951050427534,1.981735017347435
RP11-84A14.4,0.07752636634878222,0.33261972505094684
NMNAT1,0.4689742134346673,1.4067127896154608
RN7SKP269,0.07940349868305668,0.42513536677680874
RBP7,1.7950366846009649,2.5968144370956043
UBE4B,0.36518835032380953,2.3808591896100793
KIF1B,0.41603760662723527,1.9162884380880725
PGD,1.0008016420358503,6.07998769344676
CENPS,0.869602287783465,1.0117368739353902
CORT,0.06191504980639329,0.43272121117464674
DFFA,0.7914646981241938,1.688293766631151
PEX14,0.42885445718625925,2.358802483375383
CASZ1,0.16020456699421246,0.9190224272093512
RP4-734G22.3,0.11753554816004692,0.5230836154151973
C1orf127,0.07344507506559493,0.237495990842398
TARDBP,0.8019904379930184,3.085528630203393
MASP2,0.29364630636367384,0.619934496748835
RP4-635E18.8,0.5331492118001134,1.8734414209639376
SRM,1.1023550289752597,3.2611488838187483
EXOSC10,0.6923368559488374,3.090806721399087
RP4-635E18.7,0.21241717396815837,0.8976123386720383
RP4-635E18.6,0.10791229714791725,0.2813753837918658
MTOR,0.5380042654320117,1.689910903975413
UBIAD1,0.42808710133005634,1.5583921379700807
FBXO2,0.3796175197300052,1.111473232472927
FBXO44,0.47994903821736995,2.456978113780843
FBXO6,0.40729241456804616,3.083266752159403
MAD2L2,0.28614950100501707,3.089193865533028
DRAXIN,0.15969957855694336,0.42553534282179106
AGTRAP,1.823369417082436,4.512628029277907
MTHFR,0.24134268022726896,1.899580222721962
CLCN6,0.5690886969898884,1.758041872542283
NPPA-AS1,0.17362945771137359,0.9967951679150808
NPPA,0.46324130495155186,1.1192870351015387
NPPB,0.1361932451965088,0.229931809375725
RNU5E-1,0.10424640656582612,0.24446064033351636
KIAA2013,0.5846846303694971,3.8194434127994135
PLOD1,0.37876148746418087,3.682091804616063
MFN2,0.38779866912477823,3.846079178693233
MIIP,0.24815249703577902,3.8190690956134765
Y_RNA,0.11806716847958156,0.32279994495068515
TNFRSF8,1.4749631457738819,2.245088591925001
TNFRSF1B,0.6865231427518594,5.886404984144867
VPS13D,0.23710051596390594,1.4397455317468317
SNORA59A,0.15742272559338522,0.4887854646117304
DHRS3,0.8727363815620109,2.2745071688761684
PRDM2,0.6552751105148067,2.3269471536911053
KAZN,0.3306403141736466,0.8856829981794352
TMEM51,0.5347613111477078,0.8664615092925162
RP3-467K16.4,0.09572935726771409,0.35148123534905296
EFHD2,0.7343134928555063,5.739046214638959
CTRC,0.1263617421673113,0.521403194446901
CELA2A,0.1953395583926832,0.28531791667932566
CASP9,0.1720954929905461,1.8230466500975355
DNAJC16,0.3473372572103067,1.132874134511318
AGMAT,0.46266454765120496,0.8880571497014504
CHCHD2P6,0.15702659756739998,0.6659200488689373
DDI2,0.695819195534082,1.4859424074862164
PLEKHM2,0.2476702118146416,3.7148002901356065
RP11-288I21.1,0.07680723985609249,0.4802583786826213
SLC25A34,0.11282449031229116,0.5416476296404293
UQCRHL,0.6574092408905867,1.3909403791183048
RP11-169K16.8,0.20625751284918073,0.7083220673234942
FLJ37453,0.2001845474184657,1.2331761992931083
SPEN,0.6283068969229838,2.3850132611460784
ZBTB17,0.22697251089202947,2.8785820569463785
HSPB7,0.41590004846708367,0.6366887022683123
ARHGEF19,0.18576874810069,1.0820203520568878
ANO7L1,0.03884019866401516,0.3635665883679429
RSG1,0.27232677955373624,0.85222669598489
MT1XP1,0.363015590438566,0.8466076809687278
FBXO42,0.21525018028011975,1.9797949823601408
SZRD1,0.4588812783950658,3.6404296372991127
NECAP2,0.3454170527154387,3.8559821757182324
LINC01772,0.09560628930662701,0.5521771372353509
CROCCP3,0.10919024243512122,0.6689525133286839
NBPF1,0.048372795274323775,0.33833909998011713
CROCCP2,0.38188775895120286,2.122954461746154
MST1P2,0.13920361641765402,0.5390835624848471
EIF1AXP1,0.14100639310717294,0.2905998226812622
RP11-108M9.4,0.349724782079696,1.1807740351203817
RP11-108M9.5,0.15450053218300583,0.5875406545626418
RP11-108M9.6,0.05942255094724837,0.22812334171940413
CROCC,0.3787008272930658,1.3850866080364759
ATP13A2,0.3359800350579259,2.6013396620687965
SDHB,0.49057972486222834,4.101789028753743
PADI2,2.36144742893581,3.7980167733052355
PADI4,4.074229329487385,4.263242965869882
RCC2,0.9859769561600815,3.1309444298964566
ARHGEF10L,0.31043823898346146,0.9635606406692745
ALDH4A1,0.350636573237431,1.6631000297030019
IFFO2,0.5954651040478954,1.455876688251462
RP5-1126H10.2,0.06000280049509974,0.43284414061959614
UBR4,0.5309085265819912,2.69858064114976
RP1-43E13.2,0.1313305567863551,0.44725480426466935
EMC1,0.6739507639267382,1.4079974310942929
MRTO4,1.1286991933934698,2.1151577122814262
AKR7A3,0.17885884916491548,0.41644701523621264
RP4-657E11.10,0.13474572597590406,0.2881342600566527
AKR7A2,0.5725200722808629,3.04359490711488
PQLC2,0.25158721303273907,1.9484119764320542
CAPZB,0.2576063164975004,5.338107001365821
MINOS1,0.5037086170032046,2.0526460142973635
RP5-1056L3.3,0.4034299286647439,1.6380576570155752
NBL1,0.24232973597406607,0.9991172813986096
TMCO4,0.39508443299323476,1.820841149475878
OTUD3,0.49874069664307535,1.0422027998831462
PLA2G2A,0.8100019839110058,0.7104500561689159
UBXN10-AS1,0.11035120366721508,0.3582256937248256
UBXN10,0.0504051400059585,0.23736536866474028
CAMK2N1,0.2637931297929438,0.6688136596012801
MUL1,0.5524783749651354,2.6409146461941786
CDA,4.955493748683341,4.823831128846708
PINK1,1.237956368888681,2.8311359929670172
PINK1-AS,0.1701868086389087,1.0265382863025148
DDOST,0.5467038055230456,4.439463498168213
SH2D5,0.0561456808342315,0.13801718888934214
HP1BP3,0.7678987179259673,3.147941096250192
EIF4G3,0.4966881203734092,2.438797882589518
ECE1,0.9873289523367236,3.756996722254727
RP3-329E20.2,0.11718474729251795,0.41023784455859663
RP5-1071N3.1,0.11205569835278116,0.6556649945734403
NBPF3,0.11430480285279686,0.45688629327365726
ALPL,6.648094798800876,4.887094603992017
RP11-63N8.3,0.5404186693417102,0.891678088312397
RAP1GAP,0.9274230209303709,1.1996151702468698
USP48,0.8679484313530695,2.6197247132085693
HSPG2,0.2699593976857555,0.47920387034801065
CELA3B,0.2882266960957298,0.3634378137573208
CELA3A,0.6822672136809268,0.6579131370853053
LINC00339,0.3729259263000259,2.094827989726236
CDC42,0.33008590590252046,5.038789291670819
RP1-224A6.9,0.16631618949552007,0.5391017371149209
WNT4,0.04295806561545589,0.26688487905795155
ZBTB40,0.49884137676326995,1.9080913159905553
ZBTB40-IT1,0.10818901516658293,0.3064821687817596
C1QA,2.0260067014340883,2.9269239265244775
C1QC,1.943221885345284,2.4803817492672398
C1QB,2.124768415674663,2.8546383501097794
KDM1A,1.0461175573516615,2.754929445959329
LUZP1,0.5971909861955015,1.0934981428675732
LINC01355,0.44115472073305184,0.6205516940028795
HNRNPR,0.9955755191238768,2.503563328639397
ZNF436,0.31452459741932387,0.9081131113748103
ZNF436-AS1,0.2885550201627022,0.5257676882878098
TCEA3,0.305288396205379,0.7390841059707469
ASAP3,0.05356807870615557,0.2715171978518924
E2F2,0.2769972918145226,2.2867285076637236
ID3,1.6488579885350338,2.241360484444358
MDS2,0.08618159571414703,0.37356913215515675
RPL11,1.1173399635803132,5.45925970489229
ELOA,0.6490523060965941,2.221336206833962
ELOA-AS1,0.2576097662844248,1.175611376770914
PITHD1,0.2614154494613418,3.3680200178608426
LYPLA2,0.3616158878368195,3.868647115090704
GALE,0.5459265826314272,1.6889506102108467
HMGCL,0.41567822129692833,2.292481702609698
FUCA1,0.70103650641892,2.75581442435062
CNR2,0.6859157000922514,1.1787631533390361
BTBD6P1,0.2552681061332442,0.4939630482184182
PNRC2,0.9596610325187366,3.3026407593388076
SRSF10,1.2936729465542143,2.226169175252695
IFNLR1,0.5342722892995011,0.7517757116584205
STPG1,0.04212521732297815,0.32785625475864705
NIPAL3,0.3091454199150311,1.3241401677091973
RCAN3,0.5637322286282823,1.3563161701859632
SRRM1,0.8290018137504371,3.0302960398600733
CLIC4,1.1631984345478792,2.2080998004105514
RUNX3,1.575257218454294,3.8677148934968035
RP11-84D1.1,0.1366005891572374,0.38208948543271704
RP4-799D16.1,0.15468730835458172,0.26121637160077754
SYF2,0.42700103663488703,3.107219740435086
RSRP1,0.6381442348448153,3.351431423840431
RP3-465N24.6,0.06821478720234057,0.3974992137714199
RP3-465N24.5,0.321451880070229,0.7429265703434633
RHD,0.46350599912055,1.0167544725296447
SDHDP6,0.2853098670007952,0.6032111706074826
TMEM50A,0.39676161605182597,3.916149815812784
RHCE,0.7819107333439915,1.1842151891364734
TMEM57,0.3041184504935163,2.1880845189212117
LDLRAP1,0.45227024602709687,2.572999523611828
RP11-70P17.1,0.10547205949162393,0.41812586647951916
MAN1C1,0.13788396470894115,0.5864704167308856
RP1-187B23.1,0.06811687355387931,0.19560112218394904
SELENON,0.3182021895440649,2.1886059390693196
RP1-317E23.3,0.04710124604605339,0.2672655070079242
MTFR1L,0.3353909130968626,2.5197789063748197
AUNIP,0.6283631506578815,0.7953937078427783
PAQR7,0.45603127537382787,1.5209656816946986
STMN1,1.7228819338331145,2.339764655276042
PAFAH2,0.33580370334592996,1.871615169141337
TRIM63,0.2621854539331271,0.28322834135145736
PDIK1L,0.5639145384834124,0.8564993366079366
CNKSR1,0.22062711093350437,0.619089273365571
CEP85,0.7036182020002785,1.5451016222269713
SH3BGRL3,0.6828487806131457,6.3933565389656115
UBXN11,0.4549713931208524,3.3296319439998228
CD52,0.7099210713383871,5.195258101049733
ZNF683,1.1218368400317755,0.9330381414269752
DHDDS,0.4450196377698679,1.9717614339363767
RP3-476K8.4,0.04688791149926116,0.2184472958279476
RP3-476K8.3,0.08120158932668359,0.47524714949349434
HMGN2,0.5392554885979599,4.759090798898136
RPS6KA1,0.5660211528989187,5.000397806235246
RP5-968P14.2,0.07039192136998138,0.2998148080890978
ARID1A,0.6973522948860619,2.721511028695029
PIGV,0.4680976044272886,1.8537968749522293
ZDHHC18,0.7029884102235294,4.610748210797577
SFN,0.28230499252960056,0.9955308806545816
GPN2,0.448140103622593,2.195666169517397
GPATCH3,0.2586538871647305,2.3113354916558975
NUDC,0.5486179338423423,3.584659193411947
KDF1,0.04950548186697565,0.24186775598913518
TRNP1,0.08154345894042345,0.3689804204726376
SLC9A1,0.37162050684151804,2.773437674344639
NPM1P39,0.14626775246828883,0.281574943536462
WDTC1,0.22925931651805348,4.053118258732679
RP11-4K3__A.3,0.0793856415325407,0.2518724039147227
TMEM222,0.4254534678652124,2.9967654443691556
RNU6-48P,0.06552031435550895,0.16254274325641344
ACTG1P20,0.2462392550122454,0.5829900826852794
SYTL1,0.6188692518246792,4.143536791938136
MAP3K6,0.24984499703205248,1.2712666130749912
FCN3,0.28843917982295264,0.43522511891998306
GPR3,0.04552782328718388,0.25966004078432137
WASF2,0.2734099604978332,4.344164889893543
RP1-159A19.4,0.08640902701755288,0.3497890161674666
AHDC1,0.4519604700440888,1.1400155418090907
FGR,1.146180124503738,5.866382278575203
RP1-159A19.3,0.26912514741590193,0.4171647239610609
IFI6,1.3144073922099793,4.346984483165027
RP11-288L9.4,0.14321870910930942,0.26987368587388944
FAM76A,0.2144671011871783,1.2413876530717844
STX12,0.3625083625233343,2.78128712935933
RP3-426I6.5,0.15579998781187124,0.4413961810762358
RP3-426I6.6,0.10864809623556,0.4413761438012021
PPP1R8,0.7958957029841365,2.5704477727806188
THEMIS2,0.603682148604433,4.960477524827348
RPA2,0.4141570227728967,3.8139994283527265
SMPDL3B,0.1333326749176667,0.5879643851054507
XKR8,0.8978108769236378,3.169115779239469
EYA3,0.4703155869660599,2.147320704154228
RP11-460I13.6,0.13645623428330594,0.45857874017917816
SPCS2P4,0.2215112700525435,0.8715781669431245
RNU6-176P,0.15055113849279006,0.25270922130302687
PTAFR,1.7743863649431613,3.630202388090103
DNAJC8,0.7145987341215312,3.312327983312361
ATPIF1,0.6883006069003008,3.4300523399978884
RP5-1092A3.4,0.5403587120129226,1.4363143226197912
SESN2,0.47317585370611864,2.985322978466759
MED18,1.0652792669515194,2.373409199793195
PHACTR4,0.562521067999959,1.6932156503366835
RCC1,1.0214341061289678,2.4148935030995604
SNORA73A,0.9160313223811609,1.4555626287949115
SNORA73B,0.9148968055983971,1.642475863669971
TRNAU1AP,0.36051229537668983,1.8721183928995366
SNHG12,0.9575481633231648,2.311653798620932
SNORA61,1.223338874911262,1.842103049617497
SNORA44,0.7360547223343019,1.5721030619459506
TAF12,0.33243011861771776,2.8117317029003304
RAB42,0.560103785350062,0.5308389603461813
GMEB1,0.21499168413366002,1.6127734296249212
YTHDF2,0.6599154437259322,2.858349584998856
EPB41,0.31682046133729147,2.8893263656249664
SRSF4,0.3956631417542452,4.145647643581683
uc_338,0.40717630612882594,0.5292227800341451
MECR,0.5938766489814081,1.1887936442270692
MATN1-AS1,0.2993102133337602,0.910139032299523
LAPTM5,0.2852096626487548,7.0738925584204555
MIR4420,0.15256603819090336,0.2574851494857424
SDC3,0.254790263656437,0.7141324248726071
PUM1,0.7692439481105908,2.20927175234795
SNRNP40,0.6401840278626452,2.311094545788214
RP11-490K7.4,0.24296088588320408,0.5434350861999312
ZCCHC17,0.44503747534818316,2.6830725043583397
FABP3,1.1312138427478562,1.2130053929122961
SERINC2,0.5585165787715634,2.0412068050138488
LINC01225,0.3172342168468461,0.21981471404272324
LINC01226,0.47468135718043103,0.2814432802166236
TINAGL1,0.08879565653733203,0.29193080493450624
PEF1,0.23159230447074625,3.9761901198776606
COL16A1,0.1819339207523572,0.2918177629677121
ADGRB2,0.12398690297409481,0.345132473349441
SPOCD1,0.3963850730749897,0.7611044722412875
RP11-84A19.4,0.27099487594489813,0.5275505617683293
PTP4A2,0.32357663014206245,4.183795149390943
RP4-534N18.2,0.08612097462615986,0.28947558659475875
KHDRBS1,0.8415841079504135,3.6363869228308903
TMEM39B,0.35212633574578284,2.0374354317498664
KPNA6,0.3646282447174553,2.6993191853236658
TXLNA,0.932655689394452,2.6776696230784167
CCDC28B,1.2714500260185773,1.75957165868757
RP4-622L5.7,0.07085031605878626,0.381835739219899
IQCC,0.40828116767004446,0.9468154401479917
TMEM234,0.2048644190293118,2.270044892011356
EIF3I,0.696111154652743,4.5145212560940235
MTMR9LP,0.17901685071870957,0.4697439247580758
FAM167B,0.19648936865292,0.6068770670938324
LCK,0.9257306653721116,4.001137978675087
HDAC1,0.6466551131760294,4.148270177862411
MARCKSL1,1.6320720451497064,3.7150347259154537
TSSK3,0.33991044730232345,1.8102984913879603
FAM229A,0.47273663189722426,1.9874984978207886
BSDC1,0.2127293905350582,3.0981998748288895
ZBTB8OS,1.0036999532149897,1.8463617624639688
RBBP4,0.891683143191815,2.843369205246356
KIAA1522,0.10294966808220608,0.4465384926457655
YARS,0.7868306718022582,2.760748946393339
S100PBP,0.6700249696762799,1.7725706063157882
TMEM54,0.17067055445997165,0.41534248702942245
RNF19B,0.43800640106180044,3.575247972173456
RP5-1174N9.2,0.09422043318174314,0.40384238113809534
RP4-803A2.1,0.06730822897921929,0.36222120807906527
AK2,0.8198045817936642,3.3234930510921643
AZIN2,0.08287949592121294,0.3539595637131029
RP11-131M11.2,0.10816381740524574,0.6213913024910993
TRIM62,0.2158308888971369,1.605381140027487
RP11-131M11.3,0.04077909991175446,0.35524506475386824
ZNF362,0.34992616855221204,1.9798162544768472
A3GALT2,0.20820981073205086,0.3968546721978979
RP11-415J8.3,1.461225038460708,2.1700179398484045
PHC2,1.6985970753337731,4.896226673797753
MIR3605,0.6043738264668922,0.9311856682461459
RN7SKP16,1.2287770828832698,1.8421749958009297
ZSCAN20,0.24322645462256465,0.3790185022623093
SMIM12,0.24025726301721048,1.8830905837847542
GJA4,0.11337310584013774,0.3699190161773548
RP5-997D16.2,0.20457723156778204,1.087220299424784
DLGAP3,0.04982618630971818,0.4178200406752669
RP11-244H3.1,0.24612646783126632,1.1802034968603021
TMEM35B,0.4228183171304923,3.207289995423694
ZMYM6,0.5228035256169271,1.3937154951202744
ZMYM1,0.1532016697154911,0.6812722266748775
SFPQ,0.7372797879470623,3.7215241220035717
ZMYM4,0.6765704194229367,1.6014717121706843
RPL5P4,0.40417180636544897,0.950182086159949
KIAA0319L,0.44609954146481595,2.9587896347155613
NCDN,0.5220734177734526,2.037983966424677
RP4-728D4.2,0.206330178290304,1.367337157830794
TFAP2E,0.11027721423343541,0.799921443522153
PSMB2,0.7518519039725521,2.9624841892046354
C1orf216,0.5413277056088401,1.5179768329882695
CLSPN,0.9335621380255735,0.7450802261563643
AGO4,0.7935180216926301,2.766133193611996
AGO1,0.3261365347413858,2.014462173540887
AGO3,0.20977437479827507,0.9113460036910509
RP4-665N4.8,0.2428464046575945,0.38112638741066923
ADPRHL2,0.6050184016143861,3.120247439219941
COL8A2,0.17919386520144406,0.5085978511421504
TRAPPC3,0.32518463047539947,2.945766228046585
MAP7D1,0.28635235567097805,4.2764195329809676
THRAP3,0.5093376007757365,3.829943744905761
SH3D21,0.8178560367424267,1.5821798204628876
EVA1B,0.35176774500607805,2.35728720278514
RP11-268J15.5,0.35829636279665655,1.006741314285357
STK40,0.43979795802417726,4.152619536682266
LSM10,0.20055608840617792,3.7980015470795205
OSCP1,0.1020816972992099,0.35083098516122185
MRPS15,0.5966837315110206,2.7929825123792438
CSF3R,8.451505796293842,6.171010145465935
LINC01137,0.26980375599081907,1.3085078508344103
ZC3H12A,0.3717808107916152,3.640216753696126
MEAF6,0.45878195945750516,2.5836628291950094
SNIP1,0.3754582999654618,1.7111071111207456
FTH1P1,0.0767354579013536,0.3351166407791758
RP3-423B22.5,0.07769478339725046,0.27957269430468107
GNL2,0.7826388319402411,2.0460002690302916
C1orf109,0.6095139538718692,1.0924937057808985
CDCA8,1.984906066142432,1.7617926462847011
MANEAL,0.40318772774984313,0.5312965661776589
YRDC,0.9385499824155719,2.2196022566315357
C1orf122,0.21224150308511794,2.876048454336895
MTF1,0.31850220806313506,2.433265506532997
INPP5B,0.7200208232590881,1.6628197408009893
SF3A3,0.6488355946188173,2.9013712081038507
RNU6-510P,0.08024534749553683,0.18237140636914748
FHL3,0.6180184718031682,3.5463872095441125
UTP11,0.7179935851913868,1.8078414920649937
POU3F1,0.2208919594754174,0.2282620657126071
RRAGC,0.4420754582157327,2.840123279768437
RP5-864K19.4,0.10476940102959087,0.5053702064658044
MYCBP,0.7810755744219168,2.8227205679872682
AKIRIN1,0.5895454777307492,3.486477737086654
NDUFS5,0.9470776477914827,4.42802189630207
MACF1,0.5097517897740291,1.904859254084383
RP11-416A14.1,0.14592047800687163,0.28000866133796537
BMP8A,0.06317013795146807,0.32376088475035797
RP11-69E11.4,0.3441457291785471,1.3043688449776727
PPIEL,0.1730822693059635,0.48908299515357934
PABPC4,0.9868032868655462,3.6942246194186987
SNORA55,0.2312836025584725,0.3612933724380135
HPCAL4,0.14353321923073234,0.43405961425861456
PPIE,0.5323891445540471,2.060646854605869
BMP8B,0.36037242104022393,0.7047207944630942
OXCT2,0.1608389229901213,0.27090611600308695
RP1-118J21.25,0.0894307591666129,0.24111639471029417
TRIT1,0.9699274791853189,1.802719018615271
MYCL,0.25157591683781355,0.8035788348301263
MFSD2A,0.5905489678914685,1.2440008692875435
RP3-342P20.2,0.24483725127395506,0.5637823202150317
CAP1,0.4995042528516934,6.0567350219370315
PPT1,0.7333936427590508,4.728832467909122
RLF,0.7550688418812591,2.4814502855784255
RP1-39G22.7,0.6410688897602397,1.2407354711798058
ZMPSTE24,0.811093678030592,2.6361907042256805
COL9A2,1.1090822982308655,2.7758694227606564
SMAP2,0.7748874091944687,5.961526105797719
ZFP69B,0.38316352078397475,0.6510796092152935
RP1-228H13.5,0.26752493956859236,0.678234379629386
RP11-656D10.7,0.04982716588460534,0.2279631695649259
ZFP69,0.30653145470575044,0.8423603309758884
RP11-656D10.3,0.10971391941122871,0.3314241712132019
